expense_id,incurred_on,department,category,amount,description
2203,2023-11-19,Engineering,events,568.38,conference travel
2204,2024-04-19,People,events,3946.35,training course
2205,2024-07-13,Operations,training,2455.79,client dinner
2206,2023-07-07,Marketing,events,187.62,cloud overage
2207,2024-06-07,Product,recruiting,3766.03,client dinner
2208,2024-12-08,Marketing,software,252.28,conference travel
2209,2024-08-16,Sales,travel,2148.42,job board
2210,2023-08-11,Engineering,cloud,3842.69,cloud overage
2211,2023-10-26,People,cloud,2237.13,laptop
2212,2024-05-15,Sales,events,2808.1,team offsite
2213,2024-06-17,Finance,recruiting,1635.91,cloud overage
2214,2023-08-09,Engineering,cloud,1916.86,client dinner
2215,2024-09-11,Support,travel,2728.03,training course
2216,2024-09-21,Finance,travel,563.84,cloud overage
2217,2023-10-11,Sales,travel,826.26,laptop
2218,2023-09-08,Support,cloud,491.06,cloud overage
2219,2024-05-25,Support,training,2242.18,training course
2220,2024-10-25,Marketing,recruiting,220.55,client dinner
2221,2023-12-18,Support,recruiting,1022.0,team offsite
2222,2023-07-31,Operations,events,2288.73,client dinner
2223,2024-01-28,Sales,recruiting,1308.45,team offsite
2224,2024-06-03,Marketing,travel,2850.93,training course
2225,2023-09-26,Product,recruiting,563.88,cloud overage
2226,2024-03-02,People,travel,1926.22,conference travel
2227,2024-01-15,Marketing,travel,1574.47,client dinner
2228,2023-10-10,People,recruiting,351.28,training course
2229,2023-10-28,People,recruiting,3864.53,laptop
2230,2024-05-18,Operations,travel,809.2,team offsite
2231,2024-10-11,Sales,software,1512.89,team offsite
2232,2024-10-14,Finance,travel,1102.85,team offsite
2233,2024-02-18,Finance,recruiting,412.16,team offsite
2234,2023-11-30,Operations,travel,3111.48,conference travel
2235,2023-12-25,Finance,events,456.84,training course
2236,2024-10-28,Engineering,events,3646.35,client dinner
2237,2023-11-08,Support,training,485.88,team offsite
2238,2024-10-24,Engineering,cloud,85.87,cloud overage
2239,2024-12-05,Product,training,2791.17,cloud overage
2240,2024-09-27,Operations,office,3401.1,client dinner
2241,2023-11-15,Operations,software,1282.39,conference travel
2242,2024-05-27,People,cloud,987.41,job board
2243,2024-11-09,People,travel,2042.43,client dinner
2244,2024-01-17,Sales,recruiting,1736.33,cloud overage
2245,2024-01-16,Marketing,travel,25.65,conference travel
2246,2024-08-25,Finance,software,935.97,client dinner
2247,2024-01-03,People,cloud,1190.38,conference travel
2248,2024-01-21,Engineering,events,3588.89,laptop
2249,2023-12-27,Finance,events,2691.79,laptop
2250,2024-07-11,Operations,training,2126.66,job board
2251,2024-02-25,People,software,1201.06,client dinner
2252,2024-02-03,Support,office,3230.03,training course
2253,2023-12-24,Marketing,recruiting,1727.01,cloud overage
2254,2024-05-24,Support,office,2950.78,job board
2255,2024-03-21,Sales,training,1057.81,team offsite
2256,2024-04-25,Support,cloud,1380.23,laptop
2257,2024-05-28,Product,office,551.09,laptop
2258,2024-11-01,Product,training,1707.2,job board
2259,2024-02-27,Product,cloud,1774.58,laptop
2260,2024-03-04,Product,travel,739.15,team offsite
2261,2024-12-04,Support,cloud,485.57,training course
2262,2024-11-19,Marketing,travel,2569.17,client dinner
2263,2024-10-09,Marketing,cloud,1818.35,training course
2264,2023-12-24,Finance,recruiting,2253.05,laptop
2265,2024-06-17,Sales,events,2561.75,training course
2266,2024-05-26,Engineering,travel,3787.24,client dinner
2267,2023-10-22,Support,office,2297.07,job board
2268,2023-07-29,Sales,recruiting,467.0,client dinner
2269,2023-11-14,Operations,cloud,73.92,client dinner
2270,2023-10-12,Support,recruiting,1407.28,conference travel
2271,2024-07-07,Engineering,recruiting,3303.43,training course
2272,2024-11-05,Product,recruiting,3941.38,laptop
2273,2024-04-06,Sales,training,2421.14,laptop
2274,2023-07-20,Marketing,training,2159.35,job board
2275,2024-09-02,Product,cloud,2592.05,client dinner
2276,2024-10-30,Engineering,cloud,956.24,job board
2277,2024-12-14,Support,travel,753.63,training course
2278,2024-04-06,Finance,cloud,316.87,client dinner
2279,2024-03-11,Marketing,travel,2316.01,client dinner
2280,2024-08-18,Engineering,recruiting,3508.13,conference travel
2281,2024-11-18,Support,software,2227.13,laptop
2282,2024-08-13,Support,training,2965.77,client dinner
2283,2024-03-26,Operations,software,226.89,laptop
2284,2024-08-05,Marketing,cloud,1096.76,team offsite
2285,2024-08-14,Sales,travel,3955.92,training course
2286,2023-07-21,Sales,travel,2969.07,cloud overage
2287,2024-04-19,People,office,2152.05,cloud overage
2288,2023-07-22,Finance,travel,2999.3,client dinner
2289,2023-09-23,Product,travel,739.71,job board
2290,2023-08-12,Engineering,software,2141.76,client dinner
2291,2024-11-27,Engineering,travel,3235.37,laptop
2292,2023-09-29,Support,training,2179.93,team offsite
2293,2024-04-27,Finance,recruiting,98.81,conference travel
2294,2024-02-16,Sales,cloud,2065.86,team offsite
2295,2024-10-16,Support,training,1160.56,laptop
2296,2024-02-11,Operations,travel,1193.36,training course
2297,2023-12-15,Marketing,training,1955.08,training course
2298,2024-01-27,Product,software,317.26,training course
2299,2023-08-28,People,cloud,2082.97,conference travel
2300,2024-10-18,Engineering,recruiting,692.58,training course
2301,2023-08-25,Product,cloud,2819.81,job board
2302,2024-08-22,Operations,cloud,183.42,job board
2303,2024-08-06,Marketing,office,3526.91,cloud overage
2304,2023-10-08,Product,software,2338.53,job board
2305,2024-11-23,Product,events,348.17,cloud overage
2306,2024-06-22,Sales,training,3234.53,job board
2307,2024-05-11,Support,recruiting,2262.4,conference travel
2308,2024-07-20,Operations,training,2376.2,job board
2309,2024-03-05,Operations,recruiting,1983.83,laptop
2310,2023-11-11,Sales,training,1344.29,conference travel
2311,2024-06-29,Support,events,2552.47,job board
2312,2024-09-07,Finance,software,3055.46,team offsite
2313,2024-08-19,Sales,software,3017.58,job board
2314,2023-10-15,Finance,cloud,1040.68,training course
2315,2023-11-04,Sales,recruiting,875.47,training course
2316,2023-10-01,Product,travel,2722.29,laptop
2317,2024-02-14,Sales,events,1075.75,client dinner
2318,2024-05-05,Sales,recruiting,1535.41,cloud overage
2319,2024-07-28,Finance,travel,1074.5,conference travel
2320,2023-08-02,People,recruiting,3427.14,team offsite
2321,2024-08-23,Finance,office,2208.55,client dinner
2322,2024-10-06,Operations,recruiting,517.15,cloud overage
2323,2024-11-25,Operations,events,3806.32,cloud overage
2324,2023-08-10,Support,cloud,1675.75,training course
2325,2023-09-05,Finance,events,1063.09,laptop
2326,2023-10-20,Finance,software,493.25,job board
2327,2024-03-10,Finance,training,3702.3,cloud overage
2328,2024-04-28,Support,events,2954.55,team offsite
2329,2024-07-19,Product,software,382.72,client dinner
2330,2023-09-02,Marketing,travel,942.97,conference travel
2331,2023-11-10,Product,events,2814.23,laptop
2332,2024-06-13,Finance,travel,3603.39,client dinner
2333,2023-08-05,Sales,training,3185.83,job board
2334,2023-12-28,Support,recruiting,2914.89,client dinner
2335,2023-11-09,Finance,events,3651.37,team offsite
2336,2024-08-04,People,events,174.53,job board
2337,2023-07-18,Support,travel,355.68,client dinner
2338,2024-02-26,Engineering,recruiting,3606.05,conference travel
2339,2024-10-23,Marketing,events,2037.23,cloud overage
2340,2023-12-17,Marketing,events,1051.26,team offsite
2341,2024-01-03,Marketing,recruiting,1780.41,client dinner
2342,2024-03-07,Marketing,events,2641.12,cloud overage
2343,2024-12-25,Sales,events,1825.91,conference travel
2344,2024-03-30,Product,training,1622.61,conference travel
2345,2024-06-18,Sales,events,949.05,training course
2346,2024-12-04,Engineering,events,2672.63,job board
2347,2024-11-27,Operations,office,1738.44,training course
2348,2023-08-23,Operations,office,3636.39,training course
2349,2023-11-20,Support,office,2566.39,laptop
2350,2024-07-27,Operations,travel,763.42,team offsite
2351,2024-12-25,Sales,software,521.1,client dinner
2352,2024-05-17,Engineering,training,2386.21,job board
2353,2023-09-28,Finance,training,2907.82,client dinner
2354,2023-11-14,People,travel,484.31,job board
2355,2024-08-13,Finance,events,81.14,training course
2356,2024-07-07,Product,recruiting,2523.6,team offsite
2357,2024-04-23,Finance,travel,935.67,team offsite
2358,2023-11-28,Finance,training,665.26,job board
2359,2024-07-18,Marketing,office,2988.72,job board
2360,2023-07-01,Sales,software,320.22,job board
2361,2024-03-11,Sales,travel,2570.93,cloud overage
2362,2024-02-18,Operations,recruiting,600.07,laptop
2363,2023-10-22,Support,events,2991.02,conference travel
2364,2024-06-04,Marketing,software,2332.19,cloud overage
2365,2023-08-25,Marketing,events,3492.16,client dinner
2366,2023-08-15,Finance,office,3614.16,cloud overage
2367,2023-11-16,Product,travel,790.42,training course
2368,2024-01-11,People,recruiting,1948.83,team offsite
2369,2024-08-17,Operations,recruiting,2489.9,cloud overage
2370,2024-08-03,People,events,2372.38,job board
2371,2023-09-08,People,recruiting,80.9,team offsite
2372,2023-08-30,Operations,office,857.56,team offsite
2373,2023-08-21,Product,recruiting,1632.06,job board
2374,2023-09-02,Sales,events,2241.14,training course
2375,2024-10-20,Product,events,774.99,training course
2376,2024-02-04,People,cloud,471.69,training course
2377,2024-06-16,Finance,cloud,1373.44,job board
2378,2024-08-14,Marketing,events,2390.6,conference travel
2379,2024-04-01,Sales,office,2816.97,job board
2380,2024-03-01,Operations,cloud,3001.74,laptop
2381,2024-03-29,People,recruiting,2847.68,team offsite
2382,2024-09-07,Marketing,recruiting,3289.38,team offsite
2383,2024-10-28,Operations,events,830.45,training course
2384,2024-04-28,Finance,office,1409.35,laptop
2385,2023-11-04,Engineering,office,959.65,team offsite
2386,2023-09-15,Finance,office,2933.72,cloud overage
2387,2024-06-22,Sales,travel,3716.15,training course
2388,2024-09-08,Engineering,recruiting,3834.93,job board
2389,2024-10-19,Operations,events,2171.18,client dinner
2390,2024-05-23,People,office,2478.61,training course
2391,2024-08-29,Finance,travel,3700.79,client dinner
2392,2024-09-14,Sales,travel,2026.13,job board
2393,2023-07-09,Product,office,240.36,job board
2394,2024-07-01,People,software,3402.97,cloud overage
2395,2023-08-28,Engineering,recruiting,1836.65,cloud overage
2396,2024-02-21,Support,software,2384.54,team offsite
2397,2024-01-10,Finance,training,998.55,training course
2398,2024-04-09,Support,recruiting,3029.36,cloud overage
2399,2024-06-10,Engineering,recruiting,294.2,client dinner
2400,2024-02-22,Operations,events,2339.23,job board
2401,2024-11-10,Engineering,recruiting,768.3,team offsite
2402,2024-06-12,Support,software,3568.76,training course
2403,2024-08-18,People,software,2592.86,job board
2404,2024-05-12,Sales,training,943.69,training course
2405,2024-07-01,Sales,software,626.17,cloud overage
2406,2024-01-31,Marketing,training,2457.04,laptop
2407,2024-06-12,Product,events,2371.08,team offsite
2408,2024-03-28,Engineering,travel,429.01,conference travel
2409,2024-06-09,Marketing,software,3249.59,cloud overage
2410,2024-06-26,People,travel,68.45,team offsite
2411,2024-03-29,Engineering,travel,2951.16,job board
2412,2024-09-03,People,travel,928.03,job board
2413,2024-09-13,Finance,training,2276.08,client dinner
2414,2023-10-25,People,software,3340.65,team offsite
2415,2024-08-26,Operations,office,3393.68,team offsite
2416,2024-02-07,Sales,recruiting,1355.56,training course
2417,2024-04-13,Sales,software,1520.14,training course
2418,2024-10-05,Product,office,44.15,laptop
2419,2023-09-20,Marketing,office,1810.42,team offsite
2420,2023-07-04,Marketing,training,515.88,client dinner
2421,2024-09-21,Finance,events,3390.54,client dinner
2422,2024-11-25,Sales,office,3506.61,team offsite
2423,2023-11-06,Product,events,372.07,training course
2424,2023-10-30,Product,office,3537.19,client dinner
2425,2024-09-24,Support,training,254.08,conference travel
2426,2024-06-14,Finance,office,872.69,team offsite
2427,2024-03-11,Finance,software,1872.99,job board
2428,2024-10-15,Sales,recruiting,3152.37,training course
2429,2024-08-24,Sales,training,1579.31,laptop
2430,2024-01-26,Sales,training,2531.55,client dinner
2431,2023-07-10,Finance,software,2198.01,laptop
2432,2023-08-16,Engineering,cloud,1689.93,cloud overage
2433,2023-07-06,Engineering,cloud,419.04,client dinner
2434,2024-10-28,Finance,recruiting,1365.93,job board
2435,2024-06-03,Finance,cloud,3419.09,training course
2436,2024-02-15,Sales,events,2686.51,team offsite
2437,2023-08-18,Finance,recruiting,1806.0,conference travel
2438,2023-09-06,Product,training,3792.37,training course
2439,2023-07-07,Marketing,cloud,3374.16,team offsite
2440,2023-08-01,Finance,software,3962.3,client dinner
2441,2024-11-29,Finance,events,1742.81,training course
2442,2023-09-01,Marketing,recruiting,2584.5,client dinner
2443,2024-07-18,Finance,travel,1010.9,conference travel
2444,2024-05-20,People,software,1542.68,client dinner
2445,2024-08-17,Finance,recruiting,2764.14,client dinner
2446,2024-08-31,Product,recruiting,1636.53,cloud overage
2447,2024-07-24,People,training,127.82,conference travel
2448,2024-08-10,Engineering,software,2515.21,training course
2449,2023-08-01,Engineering,travel,3214.83,conference travel
2450,2024-11-06,Product,recruiting,1111.06,laptop
2451,2024-06-22,Engineering,office,3849.5,cloud overage
2452,2024-05-14,People,office,1610.72,laptop
2453,2024-05-02,Engineering,software,1890.51,training course
2454,2023-10-16,Product,office,331.79,client dinner
2455,2024-10-23,Sales,events,614.41,job board
2456,2024-03-09,Finance,training,3981.63,job board
2457,2024-08-11,Support,recruiting,1028.56,job board
2458,2023-09-19,Product,cloud,1401.49,training course
2459,2024-12-08,People,cloud,1460.35,conference travel
2460,2024-10-28,Product,cloud,3190.44,client dinner
2461,2024-09-15,Finance,cloud,1751.84,team offsite
2462,2024-09-25,People,office,3115.71,training course
2463,2024-08-10,People,events,685.98,team offsite
2464,2024-01-14,People,training,668.57,client dinner
2465,2023-07-29,Operations,events,3627.44,team offsite
2466,2023-09-02,Sales,events,1776.89,team offsite
2467,2023-09-11,Support,office,72.91,conference travel
2468,2023-08-19,People,office,2966.99,training course
2469,2023-10-09,Product,training,2384.41,laptop
2470,2023-09-20,Support,recruiting,3661.29,laptop
2471,2023-11-07,Sales,software,2754.76,conference travel
2472,2024-05-29,Finance,software,3517.37,training course
2473,2023-12-11,Sales,office,3323.11,laptop
2474,2024-01-29,Support,office,272.96,job board
2475,2024-07-11,People,recruiting,3676.57,client dinner
2476,2024-11-26,Product,software,3000.16,cloud overage
2477,2024-12-07,Sales,events,2980.46,conference travel
2478,2024-03-25,Support,events,878.69,training course
2479,2024-06-29,People,training,2168.67,laptop
2480,2024-06-24,Finance,recruiting,685.65,training course
2481,2024-07-14,Sales,office,795.74,cloud overage
2482,2023-09-28,Support,training,3477.66,training course
2483,2024-05-11,Support,software,2263.44,client dinner
2484,2024-06-17,Marketing,office,2561.7,conference travel
2485,2024-01-19,Finance,software,115.88,client dinner
2486,2023-09-10,Sales,software,3424.64,job board
2487,2024-12-10,Product,travel,3436.21,job board
2488,2023-10-18,Sales,events,218.43,training course
2489,2024-08-08,Engineering,training,572.47,conference travel
2490,2024-06-21,Operations,travel,1102.79,training course
2491,2023-11-06,Engineering,travel,1408.31,conference travel
2492,2024-11-17,Marketing,software,2691.14,conference travel
2493,2024-03-10,Engineering,events,2073.72,client dinner
2494,2024-08-27,Product,software,3847.61,team offsite
2495,2024-07-30,People,recruiting,3190.04,conference travel
2496,2024-09-13,Product,office,3866.97,team offsite
2497,2024-03-29,People,travel,2841.71,team offsite
2498,2023-10-30,Finance,events,1554.04,laptop
2499,2023-09-22,Operations,training,2390.25,client dinner
2500,2024-03-02,Sales,events,1559.41,laptop
2501,2024-04-08,Support,travel,2484.13,cloud overage
2502,2023-12-11,Support,travel,41.02,laptop
2503,2024-09-03,Support,office,514.97,conference travel
2504,2024-04-28,Marketing,travel,1282.36,training course
2505,2023-11-18,People,cloud,3200.13,training course
2506,2024-01-06,Engineering,recruiting,975.51,training course
2507,2023-12-06,Marketing,events,3645.17,conference travel
2508,2024-06-04,Sales,travel,815.64,client dinner
2509,2023-09-02,Engineering,training,368.97,laptop
2510,2024-10-30,Support,training,662.47,conference travel
2511,2024-08-04,People,training,3016.7,job board
2512,2024-12-28,Product,cloud,3987.74,team offsite
2513,2023-09-28,Marketing,recruiting,940.39,conference travel
2514,2024-04-06,Engineering,training,2111.0,team offsite
2515,2023-10-04,Engineering,events,679.24,team offsite
2516,2023-07-03,Support,recruiting,3485.61,conference travel
2517,2023-11-11,Support,events,3842.44,client dinner
2518,2024-11-16,Product,office,650.26,job board
2519,2024-07-11,Finance,recruiting,2527.3,conference travel
2520,2024-05-18,Product,cloud,3196.43,laptop
2521,2024-07-12,People,travel,1609.72,job board
2522,2024-05-08,Product,training,296.04,laptop
2523,2023-12-08,Engineering,cloud,2731.52,team offsite
2524,2024-02-07,Finance,cloud,979.5,conference travel
2525,2024-09-13,Support,training,2039.47,team offsite
2526,2023-10-01,People,recruiting,3240.76,team offsite
2527,2024-12-21,People,travel,2884.01,laptop
2528,2023-08-23,Support,software,3172.01,conference travel
2529,2024-01-01,Sales,software,3242.32,laptop
2530,2024-04-26,People,travel,983.73,team offsite
2531,2024-10-18,Engineering,training,3727.1,team offsite
2532,2024-01-03,Product,events,3940.05,job board
2533,2024-02-06,Product,recruiting,233.36,laptop
2534,2024-12-25,Engineering,software,708.62,conference travel
2535,2024-05-25,Product,cloud,3213.57,laptop
2536,2024-09-17,People,recruiting,811.16,client dinner
2537,2024-01-21,Marketing,travel,512.8,team offsite
2538,2023-08-10,Finance,training,1876.21,job board
2539,2024-12-14,Product,office,3455.54,conference travel
2540,2023-07-31,Support,events,739.88,client dinner
2541,2023-12-06,Operations,office,1690.83,team offsite
2542,2024-01-20,People,software,1773.18,team offsite
2543,2024-06-27,Engineering,events,1220.71,team offsite
2544,2024-03-07,Support,cloud,1507.4,training course
2545,2024-08-27,Engineering,office,34.05,cloud overage
2546,2024-01-17,Finance,cloud,1046.7,laptop
2547,2024-05-02,People,events,1458.87,team offsite
2548,2023-09-11,Product,events,994.05,job board
2549,2024-09-13,Sales,office,3476.16,client dinner
2550,2023-09-16,Engineering,travel,551.05,training course
2551,2024-02-02,Operations,events,3339.74,conference travel
2552,2023-11-21,Engineering,cloud,3978.61,client dinner
2553,2023-12-23,People,cloud,2900.3,training course
2554,2024-07-13,Support,training,908.34,conference travel
2555,2023-09-02,Sales,events,2821.23,training course
2556,2023-07-07,Engineering,recruiting,2116.29,client dinner
2557,2023-10-09,Product,office,3946.29,client dinner
2558,2024-03-12,Product,cloud,3609.82,laptop
2559,2024-07-17,Marketing,software,1018.01,training course
2560,2023-09-12,Support,events,3108.61,client dinner
2561,2023-08-31,Operations,recruiting,619.32,team offsite
2562,2024-08-28,Product,cloud,690.55,client dinner
2563,2024-10-04,Finance,office,2486.83,cloud overage
2564,2024-01-02,Finance,events,122.45,conference travel
2565,2024-02-01,Finance,recruiting,2890.7,client dinner
2566,2024-04-15,Finance,office,2087.02,team offsite
2567,2024-09-26,People,events,2111.01,training course
2568,2023-07-30,Marketing,events,1807.79,cloud overage
2569,2024-10-08,Finance,recruiting,913.84,laptop
2570,2023-10-29,Support,cloud,1633.78,conference travel
2571,2023-11-10,Finance,training,1081.19,client dinner
2572,2023-09-22,Operations,travel,2020.56,job board
2573,2024-01-16,Sales,recruiting,2895.71,job board
2574,2023-10-17,Support,software,1219.69,conference travel
2575,2024-02-10,Marketing,software,893.29,laptop
2576,2024-02-04,Sales,travel,601.16,team offsite
2577,2023-07-09,Product,travel,2422.01,laptop
2578,2023-07-14,People,travel,2345.76,team offsite
2579,2024-06-30,Operations,travel,3413.2,cloud overage
2580,2023-07-20,Engineering,events,3477.56,job board
2581,2023-10-29,People,software,3477.87,conference travel
2582,2024-11-13,Sales,travel,3616.49,job board
2583,2023-11-07,Product,software,1199.76,cloud overage
2584,2024-02-12,People,recruiting,619.7,team offsite
2585,2024-07-09,Finance,office,1136.47,cloud overage
2586,2023-11-18,People,training,2621.45,team offsite
2587,2023-08-13,Marketing,training,2581.45,laptop
2588,2023-08-12,Finance,office,1184.81,cloud overage
2589,2023-07-28,Sales,training,1485.34,laptop
2590,2024-06-14,Finance,events,336.21,client dinner
2591,2023-10-21,People,recruiting,352.99,job board
2592,2024-09-15,Product,training,2466.39,team offsite
2593,2024-10-27,Engineering,office,3636.69,job board
2594,2024-10-14,Engineering,recruiting,361.36,client dinner
2595,2024-01-31,Product,events,2057.1,client dinner
2596,2024-05-12,Engineering,office,2339.57,laptop
2597,2024-02-08,Finance,software,3274.94,laptop
2598,2024-09-18,Sales,travel,2227.83,laptop
2599,2024-10-16,Support,cloud,1595.13,cloud overage
2600,2024-01-23,Sales,cloud,1541.51,team offsite
2601,2023-10-14,Engineering,software,1572.52,training course
2602,2024-06-25,Sales,software,1473.16,client dinner
2603,2024-01-23,Finance,travel,1704.85,laptop
2604,2024-07-23,People,events,3575.94,conference travel
2605,2024-03-11,Marketing,cloud,1581.16,conference travel
2606,2023-09-29,Support,cloud,2171.74,training course
2607,2023-12-02,Marketing,office,987.15,team offsite
2608,2024-06-02,Product,recruiting,686.21,team offsite
2609,2023-09-29,People,training,1908.33,laptop
2610,2023-09-07,People,software,3470.84,team offsite
2611,2024-08-13,Operations,travel,412.16,laptop
2612,2024-03-28,Product,recruiting,2610.15,training course
2613,2024-02-20,Support,software,3747.11,training course
2614,2024-06-10,People,office,82.31,team offsite
2615,2024-10-29,Support,office,2599.51,cloud overage
2616,2024-07-05,Product,office,2784.74,conference travel
2617,2023-12-08,Support,software,1055.54,client dinner
2618,2023-11-15,Marketing,events,1224.54,cloud overage
2619,2024-10-02,Operations,training,851.39,team offsite
2620,2023-09-20,Operations,office,116.13,training course
2621,2024-02-20,Finance,office,738.58,training course
2622,2023-10-31,Engineering,recruiting,693.37,team offsite
2623,2024-09-06,Sales,software,2066.36,team offsite
2624,2023-10-13,Marketing,events,420.2,job board
2625,2024-02-15,People,travel,57.99,training course
2626,2024-04-12,Finance,events,1126.32,cloud overage
2627,2024-09-14,People,travel,1406.32,laptop
2628,2024-02-17,Engineering,training,621.23,job board
2629,2024-12-02,Support,recruiting,497.3,client dinner
2630,2023-10-01,Finance,recruiting,3440.85,client dinner
2631,2024-02-06,Product,office,470.68,laptop
2632,2024-02-02,Finance,software,1610.69,cloud overage
2633,2023-07-27,Sales,training,2846.59,team offsite
2634,2023-10-27,Product,events,1095.56,job board
2635,2024-01-13,Sales,travel,1683.77,job board
2636,2024-04-21,People,cloud,1031.76,cloud overage
2637,2023-10-22,Marketing,training,787.07,client dinner
2638,2023-12-21,People,training,2594.71,cloud overage
2639,2024-06-18,Marketing,training,3915.26,cloud overage
2640,2023-12-06,Operations,software,2597.74,conference travel
2641,2024-10-10,Product,software,798.91,conference travel
2642,2023-09-22,Engineering,recruiting,2215.36,cloud overage
2643,2023-12-22,Marketing,recruiting,967.32,job board
2644,2024-11-12,Support,office,948.19,training course
2645,2023-09-19,Sales,training,1582.1,job board
2646,2023-11-28,Support,recruiting,3877.56,laptop
2647,2024-03-14,Marketing,software,3810.11,cloud overage
2648,2024-05-22,Operations,cloud,645.68,laptop
2649,2024-02-12,Marketing,software,3254.91,conference travel
2650,2024-08-13,Finance,travel,1448.05,client dinner
2651,2023-12-28,Operations,travel,617.68,laptop
2652,2024-06-28,People,events,301.33,training course
2653,2024-11-23,Marketing,cloud,1037.28,laptop
2654,2024-08-24,Marketing,travel,3125.32,training course
2655,2024-12-13,Finance,software,2992.86,cloud overage
2656,2023-07-28,Support,travel,1762.88,job board
2657,2024-04-12,Marketing,travel,2867.34,training course
2658,2023-10-05,People,cloud,3760.82,client dinner
2659,2024-11-27,Product,travel,2097.06,team offsite
2660,2024-06-08,Engineering,events,3145.87,team offsite
2661,2023-10-18,People,software,2792.75,team offsite
2662,2023-09-09,Support,training,2484.26,conference travel
2663,2024-12-04,Marketing,training,398.69,team offsite
2664,2024-04-22,People,training,1320.96,laptop
2665,2023-09-10,Sales,software,3362.8,cloud overage
2666,2024-03-17,Marketing,office,1609.25,training course
2667,2024-12-19,Operations,events,2632.98,training course
2668,2024-09-17,Support,training,3620.43,conference travel
2669,2023-11-07,Finance,recruiting,3409.47,cloud overage
2670,2024-08-15,Engineering,events,575.37,job board
2671,2024-10-27,Support,events,3747.7,client dinner
2672,2024-11-12,Product,travel,2783.97,training course
2673,2023-09-15,Support,training,3802.2,job board
2674,2023-12-24,Marketing,travel,663.55,cloud overage
2675,2023-07-09,Finance,events,2303.96,job board
2676,2023-12-18,Finance,travel,2534.1,team offsite
2677,2023-07-30,Sales,cloud,1098.51,laptop
2678,2024-07-06,Engineering,training,3345.3,cloud overage
2679,2023-08-09,Operations,software,2791.14,conference travel
2680,2024-12-30,Marketing,software,382.53,cloud overage
2681,2023-10-25,Product,cloud,885.16,conference travel
2682,2024-10-03,People,recruiting,1014.76,conference travel
2683,2024-09-29,Operations,events,1742.89,laptop
2684,2024-05-17,Support,office,1351.57,laptop
2685,2024-06-03,Engineering,office,643.19,laptop
2686,2024-11-02,Finance,cloud,2098.29,job board
2687,2023-12-25,Marketing,cloud,24.69,cloud overage
2688,2024-10-10,Marketing,cloud,1015.15,laptop
2689,2023-11-02,People,software,3840.12,job board
2690,2024-09-02,Sales,events,1136.53,laptop
2691,2024-08-08,Support,office,1392.26,conference travel
2692,2024-11-03,Support,cloud,629.75,job board
2693,2024-01-20,Product,cloud,324.63,conference travel
2694,2024-04-08,Operations,travel,3461.44,team offsite
2695,2024-04-19,Support,software,1104.48,training course
2696,2024-02-16,People,software,3753.79,conference travel
2697,2023-10-31,Support,events,1727.46,conference travel
2698,2023-12-28,Product,events,1768.64,conference travel
2699,2024-03-08,Sales,office,3272.33,client dinner
2700,2024-12-15,Marketing,office,67.95,training course
2701,2023-07-27,Engineering,travel,125.18,training course
2702,2024-01-01,Finance,cloud,2825.22,cloud overage
2703,2024-07-23,People,cloud,2335.56,cloud overage
2704,2023-09-10,Support,recruiting,1691.75,conference travel
2705,2024-04-26,People,events,1826.86,client dinner
2706,2023-12-12,Operations,travel,485.42,client dinner
2707,2024-07-15,Engineering,events,3709.14,job board
2708,2024-09-13,People,training,3699.38,client dinner
2709,2024-10-23,Product,office,2528.44,conference travel
2710,2024-04-21,Sales,office,3873.11,job board
2711,2024-04-10,Finance,software,3284.95,training course
2712,2023-08-20,People,recruiting,2945.44,cloud overage
2713,2024-10-25,Product,office,3283.56,training course
2714,2023-11-30,Engineering,events,952.07,training course
2715,2024-09-18,Support,travel,2545.97,job board
2716,2024-08-13,Support,software,1053.72,laptop
2717,2023-12-16,Marketing,travel,3104.88,team offsite
2718,2024-11-10,Finance,office,1278.21,job board
2719,2024-12-17,Product,cloud,604.76,job board
2720,2024-10-21,Engineering,office,649.46,client dinner
2721,2024-07-26,Sales,events,3903.46,job board
2722,2024-07-01,Sales,travel,1220.71,cloud overage
2723,2024-02-16,Product,events,2433.15,job board
2724,2024-09-01,Sales,recruiting,2221.02,client dinner
2725,2024-01-10,Finance,cloud,3669.27,client dinner
2726,2023-12-22,Finance,office,2581.43,team offsite
2727,2024-02-19,Engineering,events,2898.92,job board
2728,2024-04-13,Sales,travel,3368.0,conference travel
2729,2023-09-17,Finance,travel,1676.11,conference travel
2730,2023-10-08,Product,software,1934.38,training course
2731,2023-09-02,Product,recruiting,231.14,training course
2732,2024-05-04,Engineering,training,2884.17,team offsite
2733,2024-12-24,Sales,travel,3088.5,job board
2734,2023-10-06,Operations,office,3440.83,cloud overage
2735,2023-12-05,Product,cloud,1387.5,cloud overage
2736,2024-05-14,People,training,1813.44,laptop
2737,2024-03-05,Marketing,software,1752.48,laptop
2738,2024-03-22,Product,software,1140.06,cloud overage
2739,2024-12-21,Operations,office,714.19,laptop
2740,2024-10-21,Engineering,office,1594.66,cloud overage
2741,2024-05-28,Engineering,recruiting,3223.49,job board
2742,2024-10-15,Product,travel,1657.79,conference travel
2743,2024-12-15,Finance,office,1628.64,laptop
2744,2024-08-31,Support,recruiting,194.69,training course
2745,2024-11-02,Product,software,33.94,training course
2746,2023-10-09,Operations,cloud,3255.06,team offsite
